customer_id,tier,total_spend,invoice_count,avg_invoice_value,preferred_category,preferred_brand,purchase_frequency
156,Gold,142806.7,7,20400.96,Monitors,LG,Weekly
157,Silver,20725.88,6,3454.31,Printers,Canon,Bi-weekly
158,Bronze,74830.44,3,24943.48,Tablets,Samsung,Quarterly
159,Silver,175933.16,5,35186.63,Laptops,MacBook,Bi-weekly
160,Silver,5277.02,4,1319.26,Tablets,iPad,Bi-weekly
161,Silver,50478.96,5,10095.79,Mice,Corsair,Quarterly
162,Silver,56537.36,5,11307.47,Smartphones,iPhone,Quarterly
163,Silver,48105.66,4,12026.42,Smartphones,OnePlus,Monthly
164,Silver,5525.64,5,1105.13,Mice,Logitech,Weekly
165,Bronze,20548.61,2,10274.3,Smartphones,iPhone,Monthly
166,Silver,547265.18,6,91210.86,Laptops,Lenovo,Monthly
167,Bronze,51907.52,2,25953.76,Laptops,HP,Monthly
168,Bronze,65190.95,2,32595.47,Laptops,Lenovo,Weekly
169,Gold,176024.31,7,25146.33,Keyboards,Logitech,Bi-weekly
170,Silver,24057.05,4,6014.26,Keyboards,Razer,Monthly
171,Bronze,19420.03,1,19420.03,Monitors,BenQ,Monthly
172,Silver,434289.78,4,108572.44,Mice,Corsair,Weekly
173,Silver,147280.8,4,36820.2,Keyboards,Logitech,Bi-weekly
174,Silver,213661.01,5,42732.2,Monitors,LG,Bi-weekly
175,Silver,421200.73,4,105300.18,Mice,Dell,Quarterly
176,Silver,227712.76,6,37952.13,Mice,Dell,Monthly
177,Silver,19179.04,6,3196.51,Smartphones,OnePlus,Quarterly
178,Bronze,67424.91,1,67424.91,Printers,Canon,Weekly
179,Silver,367234.54,4,91808.64,Printers,HP,Quarterly
180,Silver,270351.69,6,45058.62,Printers,HP,Bi-weekly
181,Silver,48913.34,5,9782.67,Monitors,MSI,Quarterly
182,Bronze,21732.77,1,21732.77,Printers,HP,Quarterly
183,Silver,162855.39,5,32571.08,Mice,Corsair,Monthly
184,Bronze,15019.76,1,15019.76,Mice,Dell,Bi-weekly
185,Bronze,38193.43,2,19096.71,Smartphones,iPhone,Bi-weekly
186,Bronze,90933.55,3,30311.18,Printers,Canon,Weekly
187,Silver,121890.31,6,20315.05,Printers,HP,Monthly
188,Silver,124347.78,4,31086.95,Printers,HP,Bi-weekly
189,Silver,22771.34,5,4554.27,Smartphones,Xiaomi,Bi-weekly
190,Gold,230957.78,8,28869.72,Smartphones,OnePlus,Weekly
191,Silver,48466.42,5,9693.28,Tablets,Samsung,Bi-weekly
192,Silver,919913.03,6,153318.84,Mice,Corsair,Quarterly
193,Gold,364928.92,7,52132.7,Tablets,iPad,Bi-weekly
194,Bronze,11362.39,2,5681.19,Mice,Dell,Bi-weekly
195,Silver,96939.99,4,24235.0,Laptops,Dell,Bi-weekly
196,Bronze,223136.2,2,111568.1,Smartphones,Realme,Monthly
197,Silver,349027.83,4,87256.96,Keyboards,Razer,Monthly
198,Bronze,6984.88,1,6984.88,Mice,Corsair,Weekly
199,Silver,382941.51,6,63823.58,Mice,Dell,Bi-weekly
200,Gold,4684.87,7,669.27,Tablets,iPad,Bi-weekly
201,Silver,65424.95,4,16356.24,Printers,HP,Weekly
202,Silver,588252.68,4,147063.17,Laptops,MacBook,Monthly
203,Silver,52536.8,4,13134.2,Printers,Canon,Monthly
204,Silver,140043.92,4,35010.98,Laptops,MacBook,Bi-weekly
205,Silver,90347.98,6,15058.0,Printers,HP,Quarterly
206,Bronze,291360.93,2,145680.47,Smartphones,Realme,Bi-weekly
207,Gold,245283.03,8,30660.38,Mice,Dell,Monthly
208,Silver,159643.13,5,31928.63,Monitors,MSI,Quarterly
209,Silver,84555.75,4,21138.94,Monitors,BenQ,Weekly
210,Bronze,11000.07,3,3666.69,Monitors,MSI,Bi-weekly
211,Bronze,4150.57,2,2075.28,Keyboards,Corsair,Monthly
212,Silver,260896.32,6,43482.72,Monitors,BenQ,Quarterly
213,Bronze,46687.05,2,23343.53,Monitors,ASUS,Bi-weekly
214,Bronze,9746.63,1,9746.63,Printers,Canon,Weekly
215,Gold,773409.34,8,96676.17,Monitors,Dell,Monthly
216,Silver,105003.7,5,21000.74,Smartphones,Samsung,Quarterly
217,Bronze,70261.07,1,70261.07,Printers,Canon,Bi-weekly
218,Silver,246201.39,6,41033.56,Monitors,MSI,Weekly
219,Bronze,180831.0,2,90415.5,Keyboards,Corsair,Monthly
220,Bronze,249646.36,3,83215.45,Laptops,MacBook,Monthly
221,Silver,178892.3,4,44723.08,Mice,Logitech,Quarterly
222,Gold,214492.75,7,30641.82,Smartphones,OnePlus,Bi-weekly
223,Silver,75742.38,6,12623.73,Mice,Dell,Weekly
224,Gold,1347651.3,8,168456.41,Smartphones,Realme,Quarterly
225,Bronze,21186.1,1,21186.1,Keyboards,Logitech,Weekly
226,Bronze,326962.0,3,108987.33,Laptops,Dell,Monthly
227,Bronze,97483.24,3,32494.41,Mice,Logitech,Bi-weekly
228,Bronze,110698.13,3,36899.38,Monitors,ASUS,Quarterly
229,Silver,21539.78,4,5384.95,Tablets,Samsung,Bi-weekly
230,Silver,691469.7,6,115244.95,Smartphones,OnePlus,Weekly
231,Bronze,107.77,2,53.89,Printers,HP,Quarterly
232,Silver,188609.04,4,47152.26,Laptops,HP,Quarterly
233,Bronze,86573.62,2,43286.81,Printers,HP,Bi-weekly
234,Silver,31228.11,6,5204.69,Tablets,Samsung,Bi-weekly
235,Silver,211972.44,4,52993.11,Monitors,LG,Bi-weekly
236,Bronze,25044.74,1,25044.74,Smartphones,Poco,Weekly
237,Silver,59840.73,5,11968.15,Tablets,iPad,Weekly
238,Silver,206124.33,4,51531.08,Tablets,iPad,Bi-weekly
239,Silver,218024.37,5,43604.87,Mice,Corsair,Weekly
240,Silver,17260.65,6,2876.78,Printers,HP,Bi-weekly
241,Silver,27275.24,5,5455.05,Keyboards,Dell,Bi-weekly
242,Silver,952448.27,5,190489.65,Keyboards,Logitech,Bi-weekly
243,Silver,239354.94,5,47870.99,Printers,HP,Weekly
244,Silver,190635.44,5,38127.09,Tablets,Samsung,Bi-weekly
245,Bronze,133.53,3,44.51,Printers,HP,Quarterly
246,Bronze,16404.9,3,5468.3,Mice,Logitech,Monthly
247,Gold,365348.99,7,52192.71,Printers,Canon,Bi-weekly
248,Bronze,10798.81,2,5399.41,Monitors,LG,Monthly
249,Silver,356185.67,5,71237.13,Tablets,iPad,Weekly
250,Silver,248487.36,6,41414.56,Tablets,iPad,Quarterly
251,Bronze,10064.89,2,5032.44,Keyboards,Logitech,Bi-weekly
252,Bronze,202667.31,3,67555.77,Tablets,iPad,Weekly
253,Bronze,100094.79,3,33364.93,Mice,Logitech,Weekly
254,Silver,219483.32,5,43896.66,Monitors,ASUS,Weekly
255,Silver,43972.88,4,10993.22,Tablets,Samsung,Monthly
256,Bronze,524280.54,3,174760.18,Tablets,Samsung,Quarterly
257,Bronze,3669.26,1,3669.26,Mice,Corsair,Weekly
258,Silver,82454.72,4,20613.68,Monitors,BenQ,Weekly
259,Gold,332166.51,7,47452.36,Tablets,iPad,Weekly
260,Bronze,141874.02,3,47291.34,Monitors,LG,Weekly
261,Silver,326025.77,5,65205.15,Monitors,LG,Weekly
262,Silver,53573.04,4,13393.26,Mice,Corsair,Quarterly
263,Bronze,191055.74,3,63685.25,Smartphones,Xiaomi,Quarterly
264,Bronze,13720.69,3,4573.56,Mice,Dell,Bi-weekly
265,Silver,78123.77,6,13020.63,Mice,Dell,Quarterly
266,Gold,246650.28,7,35235.75,Mice,Logitech,Monthly
267,Silver,9857.44,5,1971.49,Tablets,Samsung,Bi-weekly
268,Silver,187033.76,4,46758.44,Monitors,LG,Bi-weekly
269,Gold,304313.69,8,38039.21,Mice,Dell,Quarterly
270,Silver,571942.82,6,95323.8,Laptops,MacBook,Quarterly
271,Bronze,48391.36,1,48391.36,Printers,HP,Weekly
272,Silver,316372.51,6,52728.75,Laptops,HP,Quarterly
273,Bronze,116375.22,2,58187.61,Monitors,ASUS,Bi-weekly
274,Gold,747174.58,7,106739.23,Keyboards,Corsair,Monthly
275,Silver,106300.83,5,21260.17,Laptops,Lenovo,Monthly
276,Bronze,202988.05,3,67662.68,Tablets,Samsung,Weekly
277,Silver,141016.28,5,28203.26,Tablets,iPad,Weekly
278,Bronze,14543.56,3,4847.85,Printers,Canon,Quarterly
279,Silver,19573.25,4,4893.31,Tablets,Samsung,Bi-weekly
280,Silver,229974.81,6,38329.14,Monitors,Dell,Bi-weekly
281,Silver,12683.04,5,2536.61,Smartphones,Xiaomi,Weekly
282,Silver,60889.86,5,12177.97,Printers,HP,Quarterly
283,Bronze,61591.79,3,20530.6,Monitors,Dell,Weekly
284,Silver,6212.89,4,1553.22,Tablets,iPad,Quarterly
285,Gold,21726.11,9,2414.01,Printers,Canon,Weekly
286,Gold,34674.9,7,4953.56,Tablets,iPad,Quarterly
287,Silver,155427.05,5,31085.41,Laptops,Lenovo,Bi-weekly
288,Bronze,22661.52,3,7553.84,Tablets,Samsung,Weekly
289,Gold,571127.97,7,81589.71,Keyboards,Corsair,Monthly
290,Bronze,25388.74,1,25388.74,Monitors,ASUS,Weekly
291,Silver,250781.36,4,62695.34,Printers,Canon,Bi-weekly
292,Silver,678765.33,6,113127.55,Mice,Logitech,Weekly
293,Bronze,528263.01,3,176087.67,Keyboards,Logitech,Quarterly
294,Bronze,29050.23,1,29050.23,Keyboards,Razer,Monthly
295,Silver,2531.78,6,421.96,Laptops,Lenovo,Monthly
296,Gold,25219.4,7,3602.77,Printers,Canon,Monthly
297,Gold,234295.6,7,33470.8,Printers,HP,Monthly
298,Bronze,2244.42,1,2244.42,Mice,Dell,Monthly
299,Silver,122989.77,5,24597.95,Tablets,Samsung,Quarterly
300,Silver,343502.18,5,68700.44,Tablets,iPad,Quarterly
301,Bronze,36859.97,3,12286.66,Monitors,Dell,Bi-weekly
302,Silver,306871.17,5,61374.23,Printers,Canon,Weekly
303,Silver,45475.37,4,11368.84,Monitors,ASUS,Quarterly
304,Silver,196513.24,5,39302.65,Smartphones,Samsung,Weekly
305,Silver,342526.33,5,68505.27,Tablets,iPad,Weekly
306,Silver,187936.27,6,31322.71,Mice,Dell,Bi-weekly
307,Silver,93295.73,4,23323.93,Printers,Canon,Quarterly
308,Silver,145812.14,4,36453.03,Mice,Logitech,Quarterly
309,Bronze,28673.62,1,28673.62,Smartphones,OnePlus,Monthly
310,Silver,102924.99,4,25731.25,Printers,Canon,Monthly
311,Gold,23620.52,8,2952.57,Laptops,MacBook,Quarterly
312,Gold,95534.76,8,11941.84,Laptops,Dell,Weekly
313,Gold,37133.74,9,4125.97,Smartphones,Realme,Weekly
314,Silver,213524.25,6,35587.38,Laptops,HP,Quarterly
315,Silver,663234.28,6,110539.05,Laptops,Dell,Quarterly
316,Gold,1275928.67,7,182275.52,Printers,Canon,Monthly
317,Silver,11546.89,6,1924.48,Laptops,MacBook,Monthly
318,Bronze,82137.46,2,41068.73,Mice,Corsair,Monthly
319,Silver,107380.2,5,21476.04,Mice,Logitech,Quarterly
320,Silver,161795.01,6,26965.84,Laptops,MacBook,Weekly
321,Silver,47344.97,6,7890.83,Printers,HP,Monthly
322,Gold,112965.12,7,16137.87,Mice,Corsair,Quarterly
323,Gold,92214.89,7,13173.56,Mice,Corsair,Monthly
324,Bronze,139499.62,3,46499.87,Keyboards,Razer,Bi-weekly
325,Bronze,10178.01,1,10178.01,Keyboards,Logitech,Monthly
326,Bronze,672.66,1,672.66,Smartphones,OnePlus,Monthly
327,Gold,420019.85,8,52502.48,Monitors,ASUS,Monthly
328,Bronze,2815.75,1,2815.75,Laptops,HP,Bi-weekly
329,Silver,188451.14,4,47112.79,Keyboards,Razer,Quarterly
330,Bronze,77114.69,2,38557.34,Keyboards,Corsair,Quarterly
331,Bronze,17433.24,3,5811.08,Monitors,BenQ,Bi-weekly
332,Gold,182161.08,8,22770.14,Laptops,HP,Weekly
333,Gold,65405.81,7,9343.69,Tablets,Samsung,Monthly
334,Bronze,71136.88,2,35568.44,Tablets,iPad,Weekly
335,Silver,137130.14,4,34282.54,Tablets,Samsung,Monthly
336,Bronze,20350.35,2,10175.18,Tablets,Samsung,Quarterly
337,Gold,7146.17,7,1020.88,Tablets,iPad,Quarterly
338,Bronze,48157.83,3,16052.61,Printers,Canon,Weekly
339,Silver,381799.24,6,63633.21,Laptops,Dell,Weekly
340,Gold,106878.18,7,15268.31,Printers,HP,Bi-weekly
341,Bronze,36581.62,1,36581.62,Laptops,Lenovo,Bi-weekly
342,Silver,477226.15,5,95445.23,Keyboards,Corsair,Weekly
343,Silver,5817.03,6,969.51,Printers,Canon,Monthly
344,Silver,12567.07,5,2513.41,Smartphones,Poco,Monthly
345,Silver,71818.24,4,17954.56,Monitors,LG,Weekly
346,Bronze,2738.76,3,912.92,Keyboards,Logitech,Quarterly
347,Gold,248348.58,7,35478.37,Tablets,Samsung,Monthly
348,Bronze,110858.74,2,55429.37,Laptops,HP,Monthly
349,Silver,63461.7,4,15865.43,Mice,Logitech,Quarterly
350,Silver,58541.14,4,14635.29,Printers,HP,Weekly
351,Silver,213780.8,6,35630.13,Keyboards,Razer,Bi-weekly
352,Bronze,28895.01,3,9631.67,Monitors,BenQ,Quarterly
353,Gold,467768.41,7,66824.06,Laptops,MacBook,Quarterly
354,Silver,97112.82,6,16185.47,Monitors,BenQ,Weekly
355,Gold,196302.88,8,24537.86,Printers,Canon,Bi-weekly
356,Silver,4590.52,6,765.09,Smartphones,Samsung,Weekly
357,Silver,67716.83,5,13543.37,Tablets,Samsung,Weekly
358,Silver,373656.38,4,93414.1,Printers,HP,Bi-weekly
359,Bronze,55461.1,2,27730.55,Laptops,MacBook,Quarterly
360,Silver,172291.19,6,28715.2,Monitors,BenQ,Bi-weekly
361,Gold,763385.08,7,109055.01,Mice,Corsair,Monthly
362,Bronze,19768.85,3,6589.62,Monitors,LG,Quarterly
363,Silver,32232.49,4,8058.12,Smartphones,iPhone,Quarterly
364,Silver,91444.78,5,18288.96,Smartphones,Realme,Monthly
365,Bronze,124350.41,3,41450.14,Monitors,ASUS,Monthly
366,Silver,177862.27,6,29643.71,Laptops,MacBook,Bi-weekly
367,Gold,443807.94,7,63401.13,Laptops,Dell,Bi-weekly
368,Bronze,375626.57,3,125208.86,Keyboards,Logitech,Monthly
369,Silver,248164.5,4,62041.13,Smartphones,OnePlus,Monthly
370,Silver,183242.08,5,36648.42,Smartphones,Poco,Monthly
371,Bronze,43224.54,3,14408.18,Smartphones,iPhone,Quarterly
372,Silver,229480.99,5,45896.2,Mice,Corsair,Weekly
373,Bronze,132805.92,3,44268.64,Smartphones,OnePlus,Bi-weekly
374,Bronze,194578.85,3,64859.62,Printers,HP,Bi-weekly
375,Silver,117905.06,5,23581.01,Keyboards,Logitech,Monthly
376,Bronze,200523.28,3,66841.09,Keyboards,Logitech,Quarterly
377,Silver,325159.1,5,65031.82,Keyboards,Dell,Quarterly
378,Silver,196155.05,5,39231.01,Keyboards,Razer,Monthly
379,Silver,8820.28,4,2205.07,Mice,Dell,Bi-weekly
380,Gold,58962.48,8,7370.31,Smartphones,Samsung,Monthly
381,Gold,283004.81,7,40429.26,Mice,Corsair,Monthly
382,Bronze,24714.04,1,24714.04,Tablets,iPad,Weekly
383,Bronze,325928.57,3,108642.86,Printers,Canon,Quarterly
384,Bronze,18038.35,1,18038.35,Monitors,MSI,Weekly
385,Silver,28667.69,6,4777.95,Mice,Logitech,Monthly
386,Silver,68875.07,4,17218.77,Monitors,ASUS,Bi-weekly
387,Silver,198649.66,5,39729.93,Keyboards,Dell,Quarterly
388,Silver,157165.39,5,31433.08,Smartphones,iPhone,Weekly
389,Bronze,23618.34,2,11809.17,Keyboards,Logitech,Bi-weekly
390,Silver,423910.47,5,84782.09,Printers,Canon,Monthly
391,Silver,29786.24,5,5957.25,Keyboards,Razer,Quarterly
392,Bronze,75729.01,3,25243.0,Printers,HP,Weekly
393,Silver,43559.73,5,8711.95,Tablets,Samsung,Weekly
394,Gold,90766.54,7,12966.65,Smartphones,OnePlus,Monthly
395,Silver,172616.16,6,28769.36,Laptops,HP,Monthly
396,Bronze,12022.77,1,12022.77,Tablets,Samsung,Quarterly
397,Gold,236807.91,7,33829.7,Laptops,Dell,Bi-weekly
398,Silver,394419.54,4,98604.88,Keyboards,Corsair,Quarterly
399,Silver,414540.98,6,69090.16,Smartphones,Poco,Weekly
400,Silver,63302.14,6,10550.36,Monitors,MSI,Weekly
401,Silver,55460.47,5,11092.09,Monitors,Dell,Weekly
402,Silver,18753.96,4,4688.49,Monitors,Dell,Quarterly
403,Gold,15493.4,7,2213.34,Laptops,HP,Weekly
404,Silver,185600.06,4,46400.02,Smartphones,Poco,Weekly
405,Silver,316238.86,4,79059.71,Mice,Logitech,Monthly
406,Gold,1387146.75,8,173393.34,Keyboards,Corsair,Quarterly
407,Silver,244089.13,4,61022.28,Tablets,Samsung,Bi-weekly
408,Silver,294105.99,6,49017.66,Laptops,Dell,Bi-weekly
409,Bronze,31547.93,2,15773.97,Mice,Corsair,Bi-weekly
410,Silver,68881.83,5,13776.37,Keyboards,Corsair,Monthly
411,Silver,115481.25,5,23096.25,Mice,Logitech,Weekly
412,Gold,19877.4,8,2484.67,Smartphones,Poco,Monthly
413,Silver,90670.76,6,15111.79,Keyboards,Logitech,Quarterly
