invoice_id,customer_id,invoice_date,total_amount
272,3704,2025-10-17,64017.32
273,3940,2025-09-19,28825.88
274,1725,2026-06-22,243343.55
275,7107,2026-06-13,108675.14
276,1461,2026-08-16,107827.87
277,4262,2026-05-02,109787.63
278,2463,2026-01-21,74537.44
279,2989,2025-12-26,13942.76
280,1805,2026-03-28,36692.62
281,1941,2025-10-22,16091.45
282,7205,2026-01-01,4156.05
283,301,2026-01-31,119114.17
284,8149,2026-06-09,84024.74
285,2006,2026-03-08,75195.43
286,9242,2026-02-17,15634.27
287,7423,2026-01-13,23077.97
288,8965,2026-02-26,34040.0
289,6180,2026-01-21,68565.26
290,4404,2026-06-24,146553.84
291,5685,2026-08-07,79215.36
292,6471,2026-01-24,1695.0
293,4256,2026-06-03,29475.15
294,4502,2026-06-17,94101.66
295,5294,2026-08-16,14789.81
296,5414,2026-06-14,1604.46
297,3963,2026-06-18,40918.33
298,6628,2026-07-23,84300.8
299,5046,2026-01-05,66067.17
300,9559,2026-08-02,3609.99
301,8625,2026-07-15,74450.05
302,4784,2025-11-25,69245.09
303,6095,2026-01-30,586.55
304,4513,2025-12-11,8580.79
305,6584,2026-03-23,90666.12
306,3108,2025-12-25,13711.84
307,7071,2026-06-09,178233.95
308,2316,2026-06-11,16679.13
309,4743,2026-05-31,113755.91
310,6349,2025-10-29,83337.49
311,1907,2026-07-11,340107.55
312,1316,2026-08-16,112733.0
313,2049,2026-08-30,103687.46
314,6448,2026-08-07,85007.85
315,9674,2026-01-11,77325.68
316,8179,2026-04-17,84300.8
317,7285,2025-10-01,113908.48
318,1296,2025-09-25,60532.59
319,1270,2026-05-02,10491.8
320,498,2026-07-28,95216.05
321,8721,2025-12-07,210121.84
322,7915,2025-10-14,34884.99
323,8099,2026-02-03,10391.94
324,4247,2025-12-23,18729.09
325,7136,2025-12-04,89600.75
326,8005,2025-12-11,35699.98
327,9689,2026-02-05,409361.6
328,8572,2026-07-21,30276.5
329,2263,2026-07-13,257052.6
330,3232,2026-07-05,7759.59
331,7884,2025-11-16,17016.4
332,6842,2025-09-17,126088.16
333,8424,2025-11-02,41272.61
334,5882,2026-07-18,18344.78
335,7053,2025-09-14,6440.13
336,9038,2026-05-31,4895.36
337,9511,2025-12-02,52322.62
338,7348,2025-09-14,2313.47
339,4320,2026-04-16,80848.88
340,684,2025-12-03,140611.25
341,2070,2025-10-16,39853.27
342,3962,2026-08-27,14745.21
343,6416,2026-07-08,18911.62
344,8263,2026-05-14,205993.85
345,6247,2025-09-13,229514.46
346,1538,2026-08-01,19451.68
347,5015,2026-02-28,139700.49
348,2920,2026-08-15,179399.52
349,9996,2025-12-12,64350.4
350,5769,2026-06-13,13461.81
351,558,2026-05-17,160779.22
352,742,2026-07-15,88011.39
353,2664,2026-03-04,96423.3
354,5666,2025-09-15,74010.06
355,4827,2026-05-04,4046.35
356,4390,2026-06-11,17634.51
357,6233,2026-05-16,124226.53
358,8562,2026-04-20,58716.65
359,9558,2026-01-14,121823.96
360,8009,2026-02-02,19706.38
361,977,2025-12-10,147399.09
362,7445,2026-02-10,162666.17
363,2984,2025-10-31,137481.63
364,8251,2025-12-30,46088.64
365,7868,2026-06-21,89631.41
366,6384,2026-06-21,43716.13
367,1086,2025-11-27,2937.54
368,2811,2026-07-16,31200.32
369,6195,2025-12-18,177292.95
370,9802,2026-07-06,85519.87
371,4866,2025-11-13,155185.57
372,1728,2026-04-11,228281.45
373,3012,2025-11-08,112057.44
374,6573,2026-06-27,30500.91
375,395,2025-10-29,240573.04
376,4087,2026-01-14,224985.63
377,1277,2025-09-08,18911.62
378,9947,2026-04-07,55718.4
379,3185,2025-09-21,233936.06
380,2758,2026-04-03,40507.54
381,2700,2026-08-10,78617.94
382,7050,2026-07-07,5963.64
383,8576,2025-09-29,66105.21
384,9891,2026-08-07,54179.97
385,2308,2025-09-27,141082.16
386,7681,2026-08-07,6565.08
387,8813,2025-09-11,44529.94
388,473,2026-05-19,114779.76
389,1461,2026-05-24,100652.18
390,7639,2026-06-20,102290.27
391,4455,2025-10-26,21996.26
392,7744,2026-02-06,79694.15
393,7556,2025-10-28,53033.08
394,4867,2026-08-29,128532.37
395,1591,2026-03-13,32748.57
396,8523,2026-03-27,25857.85
397,8384,2025-12-04,48617.8
398,8559,2026-04-20,413187.54
399,8898,2025-09-25,275823.53
400,8073,2026-07-12,112897.08
401,4851,2026-01-21,11585.35
402,7852,2026-07-06,49955.82
403,5480,2026-03-23,83742.33
404,9683,2026-04-25,24718.12
405,3146,2025-09-24,173522.55
406,3439,2025-09-25,78492.94
407,7904,2025-09-21,21340.17
408,9257,2026-09-01,16091.45
409,2849,2025-09-22,8283.21
410,472,2026-08-18,41296.23
411,1085,2025-12-07,6787.6
412,2347,2026-03-19,4260.17
413,6665,2026-06-25,38034.25
414,792,2026-01-27,13527.84
415,5462,2026-01-22,49978.07
416,3649,2026-05-14,24137.19
417,9430,2026-08-29,90328.11
418,3616,2026-03-26,151972.67
419,9914,2026-06-18,89411.58
420,4134,2025-12-06,1889.38
421,4876,2026-04-09,40321.66
422,645,2026-03-04,385063.31
423,1164,2026-06-07,415134.02
424,4443,2025-09-29,16236.63
425,9012,2026-07-27,79215.36
426,407,2025-10-22,71614.67
427,5226,2026-07-15,71911.45
428,3625,2025-10-29,82893.66
429,5210,2026-01-23,36471.65
430,5526,2026-03-25,116317.73
431,6750,2025-09-09,39948.18
432,4351,2026-06-03,367464.21
433,5423,2025-12-31,187391.26
434,5641,2025-12-20,44186.88
435,9913,2025-10-30,53809.44
436,9647,2025-11-22,3102.25
437,708,2026-07-07,133446.82
438,6224,2026-02-23,122689.91
439,9611,2026-05-05,102104.54
440,7316,2025-10-20,56240.98
441,6458,2025-11-26,1789.42
442,9265,2026-01-31,302397.56
443,3000,2026-05-14,40690.65
444,9666,2025-12-26,227743.74
445,9179,2026-01-17,93865.7
446,7974,2025-10-30,15963.78
447,1725,2025-11-20,22105.97
448,4230,2026-07-16,7516.29
449,1630,2026-02-01,69841.02
450,2619,2026-03-28,979.18
451,5795,2026-05-12,103232.07
452,4508,2025-12-27,202782.76
453,315,2025-12-03,203268.22
454,4390,2026-05-08,147310.48
455,960,2026-03-28,55471.88
456,2366,2026-01-25,22072.81
457,8012,2025-10-15,163249.92
458,5780,2025-09-26,44988.84
459,6448,2025-11-11,124189.99
460,8497,2025-12-09,50927.17
461,288,2026-05-17,173436.05
462,3358,2025-10-26,127554.44
463,5704,2025-10-03,428448.8
464,9363,2025-12-01,73767.42
465,2365,2026-03-20,152939.15
466,7152,2026-06-08,24718.12
467,9848,2025-10-11,909.4
468,6027,2025-12-14,103803.88
469,3149,2025-10-29,15510.7
470,9639,2025-09-25,36212.63
471,8029,2026-04-12,42008.04
472,5488,2026-08-14,304547.1
473,4964,2026-05-15,149887.02
474,1686,2026-06-16,63067.62
475,1277,2026-02-11,1889.38
476,1353,2025-09-14,23161.83
477,500,2026-01-20,8022.3
478,3680,2026-04-18,232106.9
479,9119,2026-03-09,232970.3
480,1617,2025-11-14,14347.25
481,714,2026-06-29,81951.14
482,3284,2026-06-11,35385.8
483,4313,2026-01-10,110550.5
484,9633,2026-07-01,65655.24
485,1562,2026-07-29,155441.55
486,8726,2026-04-20,3797.36
487,2659,2025-11-26,57254.97
488,2198,2025-10-24,61784.59
489,393,2026-07-24,217107.11
490,3853,2026-06-15,37078.24
491,5550,2026-02-20,549292.5
492,9951,2026-04-24,28933.05
493,5653,2025-10-31,91857.57
494,5529,2026-01-24,114064.05
495,5573,2026-08-11,54220.17
496,1332,2026-08-03,84911.4
497,3414,2026-05-04,421504.0
498,1462,2026-05-08,90168.16
499,9847,2026-07-07,52717.0
500,4720,2026-08-23,90869.0
501,1631,2026-01-04,16091.45
502,3750,2026-02-15,223575.17
503,9965,2026-05-23,24281.64
504,5190,2026-06-23,43244.29
505,9675,2026-04-20,1368.14
506,3641,2026-02-05,44796.79
507,960,2025-12-02,86091.34
508,7505,2026-08-20,1524.16
509,8907,2026-01-29,3648.11
510,9532,2026-03-31,69191.65
511,1454,2026-04-27,11700.81
512,8531,2026-08-17,18098.36
513,3669,2025-09-28,331495.15
514,1863,2026-03-31,27258.15
515,8964,2026-04-19,73996.35
516,8363,2026-07-11,86394.47
517,1172,2026-03-17,122410.97
518,6353,2026-04-13,72460.85
519,4401,2026-04-28,1377.08
520,7326,2026-04-25,46432.86
521,8210,2026-08-30,4280.97
522,8244,2026-02-22,37691.87
523,3556,2026-03-25,17005.37
524,4648,2026-01-09,87288.48
525,8158,2026-02-27,65361.97
526,1461,2026-03-15,100346.01
527,6613,2026-01-17,39619.15
528,7915,2026-04-16,54101.88
529,9920,2026-08-22,30251.77
530,6312,2025-09-09,75048.74
531,2928,2026-05-28,1052.42
532,8585,2026-08-11,66633.73
533,6933,2025-12-02,19575.93
534,2278,2026-03-17,15784.02
535,3956,2026-05-18,4626.94
536,1260,2025-10-09,150487.69
537,2032,2026-07-13,18098.36
538,4528,2026-06-05,70441.41
539,692,2025-09-12,33032.57
540,7510,2026-08-13,43562.26
541,4011,2025-12-24,3021.22
542,6900,2025-10-12,62777.74
543,7922,2026-06-29,81039.18
544,6101,2025-11-29,14829.17
545,4115,2026-04-30,38084.19
546,3334,2026-08-02,101993.69
547,9883,2026-05-11,29616.74
548,967,2026-06-23,11105.4
549,9442,2026-02-14,89425.07
550,1851,2026-04-30,83113.84
551,5985,2026-05-07,307419.17
552,3985,2026-03-04,1789.42
553,3927,2026-07-05,795.28
554,5144,2026-02-22,77891.51
555,4389,2026-04-29,24033.72
556,225,2026-06-16,5725.49
557,801,2025-12-26,61029.66
558,1999,2025-11-12,3263.17
559,7606,2026-06-09,272607.6
560,6252,2025-12-08,53484.31
561,3334,2026-07-02,23281.99
562,9008,2026-04-03,140023.13
563,1169,2026-01-27,127644.19
564,8404,2025-12-22,8982.37
565,3344,2025-11-28,5937.75
566,8923,2026-03-02,57980.07
567,1394,2026-07-08,69433.27
568,8861,2026-02-28,374699.41
569,6196,2026-07-23,116437.61
570,2091,2026-03-03,29853.32
571,7972,2026-08-03,23161.83
572,8395,2026-03-01,410590.33
573,2772,2026-06-11,86323.85
574,6071,2026-08-15,162698.58
575,1569,2026-08-24,33378.48
576,6431,2026-06-15,23950.19
577,9292,2026-07-04,234667.6
578,9275,2026-05-02,190686.47
579,2326,2026-07-24,23279.07
580,5198,2025-09-10,48851.28
581,8853,2026-06-29,1217.64
582,6418,2026-06-12,93830.1
583,3579,2026-04-20,67030.88
584,2841,2026-08-07,1876.35
585,977,2026-08-26,181873.86
586,1157,2026-08-10,70388.49
587,6486,2026-01-31,126643.32
588,9266,2026-04-04,17272.83
589,3544,2025-12-24,366650.64
590,3612,2026-06-06,51675.43
591,7368,2025-11-12,103207.33
592,4674,2026-05-26,367224.9
593,8426,2026-02-08,44161.49
594,5228,2026-07-12,64211.52
595,9078,2025-12-29,54735.83
596,8038,2025-11-23,236578.09
597,7912,2026-01-18,8571.1
598,8794,2025-09-22,11621.57
599,3152,2026-07-06,33889.15
600,499,2025-10-30,27044.12
601,829,2025-12-07,144193.44
602,4456,2025-10-04,170692.82
603,6418,2026-05-24,106465.47
604,9783,2026-08-21,169960.01
605,3312,2026-07-16,17103.28
606,3154,2026-05-27,63321.66
607,8516,2026-07-29,67841.48
608,1330,2026-08-31,58716.65
609,3471,2025-10-08,8870.49
610,9531,2026-01-10,165850.36
611,121,2025-09-13,14115.59
612,5839,2026-03-11,44630.25
613,8337,2026-05-11,7452.21
614,8364,2025-11-13,275129.42
615,8813,2026-08-14,27623.6
616,865,2025-10-24,155782.68
617,4795,2026-06-25,89514.78
618,1945,2026-01-27,1217.64
619,4440,2026-02-10,11793.93
620,7864,2026-02-15,111980.13
621,3336,2026-06-02,158440.74
622,1902,2025-10-23,28994.03
623,9686,2026-07-11,81421.28
624,6559,2026-02-04,167528.17
625,5663,2026-04-22,84846.02
626,2328,2026-04-17,73768.18
627,5469,2026-08-09,7075.62
628,5948,2026-04-25,27350.12
629,4050,2025-11-19,20059.51
630,2860,2026-07-05,52230.12
631,6890,2026-01-03,222866.69
632,3431,2026-06-18,189946.56
633,4400,2025-10-20,65184.27
634,8097,2025-10-24,20104.77
635,2614,2026-02-02,133465.41
636,6942,2025-12-04,39853.27
637,5732,2026-01-10,89537.67
638,8882,2026-07-07,96154.59
639,8321,2026-02-12,1218.12
640,1107,2025-12-27,46370.66
641,5704,2026-03-04,23268.91
642,4378,2026-08-01,298667.07
643,1443,2026-04-11,64409.79
644,3390,2026-02-10,7306.04
645,4714,2025-12-14,72459.91
646,1893,2026-07-04,1810.62
647,8803,2026-07-09,4773.69
648,2138,2026-05-09,21780.87
649,2519,2026-07-18,29616.74
650,9638,2026-08-12,16497.8
651,7708,2026-07-30,6015.49
652,1726,2025-11-24,47932.31
653,3465,2025-12-24,40689.07
654,636,2026-07-05,8753.59
655,6848,2025-12-10,84782.72
656,8328,2025-09-27,34884.99
657,4980,2026-01-13,35518.39
658,3929,2026-06-29,71040.62
659,4793,2026-03-14,150995.12
660,8792,2026-07-19,49390.07
661,6061,2025-12-19,92791.71
662,8902,2026-04-08,4186.73
663,7554,2026-06-18,189015.58
664,5222,2026-08-28,62777.74
665,5819,2026-08-01,51509.18
666,4952,2026-02-26,29475.15
667,4575,2026-03-01,34884.99
668,9064,2026-08-06,47624.15
669,2563,2025-12-25,26577.48
670,367,2026-01-28,72578.29
671,923,2026-07-10,55145.2
672,756,2025-11-07,306602.02
673,1957,2026-04-21,79414.69
674,3836,2026-04-04,3631.32
675,7240,2025-11-13,179154.1
676,6950,2026-04-28,95744.31
677,7948,2026-06-02,121866.56
678,7948,2025-09-08,2436.24
679,4361,2025-09-12,65568.53
680,4216,2026-03-23,77126.09
681,2378,2026-06-07,17471.71
682,9261,2025-12-13,46182.25
683,2922,2026-05-14,120264.08
684,258,2026-05-26,12036.45
685,7282,2026-07-22,114757.23
686,8993,2026-07-26,133446.82
687,4876,2026-03-19,35801.69
688,8470,2026-04-30,182603.0
689,8143,2026-06-12,54993.1
690,5923,2025-09-08,185319.94
691,3614,2026-06-26,124292.2
692,3307,2026-01-06,79311.73
693,7331,2026-03-25,601.42
694,9462,2026-01-30,101089.39
695,7392,2026-03-18,70069.45
696,5618,2026-01-28,91770.91
697,2679,2025-10-16,21446.55
698,6959,2025-12-23,53484.31
699,3983,2026-04-18,114554.65
700,3484,2025-12-07,66127.3
701,6493,2025-10-09,19259.26
702,7108,2026-04-26,28223.07
703,409,2026-01-05,102128.22
704,4616,2026-05-05,420852.84
705,8207,2026-08-07,154651.36
706,2366,2025-10-16,64365.8
707,787,2026-02-13,22105.97
708,7466,2026-04-20,99304.5
709,3650,2026-05-25,57305.92
710,530,2026-03-14,135171.17
711,1881,2025-09-21,42997.02
712,3169,2026-02-18,78124.93
713,4922,2025-11-28,140418.13
714,6098,2026-01-03,49569.01
715,7797,2025-12-09,74708.0
716,2199,2026-05-10,1130.21
717,1799,2026-08-21,1166.97
718,2548,2026-06-10,30357.43
719,6352,2026-06-26,260703.97
720,9012,2025-11-14,1408.46
721,3743,2025-09-17,153733.42
722,1063,2026-06-02,127955.46
723,2239,2026-07-22,147563.16
724,1345,2025-09-08,21660.78
725,4889,2026-01-14,33227.54
726,6282,2026-05-08,28685.35
727,4490,2025-12-09,138905.09
728,4948,2026-07-05,16809.92
729,174,2026-08-01,65881.48
730,2692,2025-12-15,8131.84
731,8495,2026-03-31,1646.74
732,3620,2026-04-15,3530.66
733,9936,2025-11-01,66724.71
734,8017,2026-02-17,30005.08
735,7694,2026-03-17,97643.47
736,9503,2026-02-15,81183.51
737,7477,2025-12-08,13119.88
738,4722,2025-09-11,206388.64
739,138,2026-01-30,573.2
740,1361,2025-09-06,25088.43
741,3363,2026-02-05,129818.32
742,3045,2025-12-03,15117.38
743,6321,2026-06-10,82008.98
744,159,2025-10-23,10990.53
745,7138,2025-11-14,3861.98
746,8283,2025-10-30,26302.15
747,6568,2026-06-09,63081.5
748,507,2026-01-26,69263.55
749,944,2026-01-15,2447.68
750,4888,2026-07-28,573.2
751,49,2026-01-01,314110.0
752,8409,2026-05-28,89514.78
753,84,2026-02-04,33333.05
754,7982,2025-12-11,42955.81
755,865,2026-02-02,50789.14
756,9579,2026-07-09,2652.81
757,9339,2026-05-07,129421.32
758,2763,2026-01-24,71451.93
759,2949,2026-02-19,120554.66
760,3932,2025-10-06,97009.44
761,7830,2026-03-27,49809.05
762,8403,2026-06-01,170680.22
763,3132,2026-04-21,94803.27
764,9992,2026-07-31,44704.46
765,1959,2025-12-15,26558.53
766,9135,2026-05-11,313341.38
767,6251,2025-11-13,15059.17
768,8979,2026-02-15,43217.24
769,940,2026-07-26,160001.52
770,5786,2026-07-27,81296.03
771,1649,2026-05-12,229559.0
772,3163,2026-04-01,11008.77
773,8905,2026-04-19,49802.22
774,8019,2026-04-22,53045.47
775,9020,2025-11-01,254464.18
776,3094,2026-08-06,24172.78
777,2893,2025-10-11,60991.09
778,2994,2025-10-03,154773.4
779,5345,2026-01-20,154735.5
780,9000,2026-08-28,197937.99
781,7562,2025-11-20,100635.88
782,2887,2025-10-31,156622.6
783,3098,2025-10-18,36270.29
784,303,2025-11-18,125560.6
785,6550,2026-02-27,73408.59
786,8396,2026-01-05,202287.78
787,3141,2026-06-22,84980.47
788,6829,2026-05-26,24718.12
789,8858,2026-06-10,61834.6
790,6842,2025-09-10,61154.45
791,6463,2026-06-06,2313.47
792,5565,2026-01-15,3096.38
793,6582,2025-09-17,18134.77
794,2588,2025-10-24,58716.65
795,6580,2026-08-24,54476.3
796,8147,2026-03-11,3450.34
797,8039,2026-04-28,30794.26
798,9017,2026-08-19,55395.36
799,3387,2025-12-15,109586.78
800,1280,2026-01-24,105772.19
801,8460,2026-03-16,39036.44
802,3544,2025-11-27,25408.17
803,9374,2026-04-27,106370.41
804,8548,2026-05-21,36937.61
805,7445,2025-11-26,56892.92
806,2625,2025-10-01,49394.62
807,8280,2025-10-30,58511.63
808,8905,2025-10-26,1335.24
809,1222,2025-10-29,39639.86
810,4433,2026-07-06,50585.13
811,5830,2026-05-25,31327.12
812,4800,2026-01-24,22238.01
813,4749,2026-07-08,71271.82
814,2920,2026-02-09,41315.43
815,8760,2025-10-04,20198.52
816,9937,2026-06-22,9407.69
817,6051,2025-09-27,66906.53
818,4345,2026-08-03,6187.04
819,8157,2026-02-22,78874.69
820,7317,2026-01-25,62174.03
821,618,2025-09-21,55145.52
822,2929,2026-08-01,238832.51
823,5942,2026-01-07,73911.92
824,4811,2025-12-19,96164.42
825,7980,2025-12-04,101847.05
