invoice_id,product_id,quantity,unit_price
113,250,1,6815.38
113,125,1,1695.0
114,1,1,37751.52
115,291,1,18911.62
115,307,1,1770.91
115,322,1,680.0
115,332,1,3774.14
116,216,1,4616.7
116,327,1,4389.26
116,138,1,2736.55
116,225,1,1408.46
117,18,1,58716.65
117,199,1,1542.24
117,335,1,12694.73
118,305,3,1852.07
119,299,1,55395.36
119,308,1,1147.07
119,321,1,500.65
119,310,1,882.96
120,59,2,26021.72
120,207,3,5927.88
121,127,1,1961.01
121,55,2,40507.74
122,37,1,90328.11
123,64,1,79209.97
124,121,1,5725.49
124,122,1,6622.44
124,306,1,586.55
125,254,2,9130.72
125,274,1,11817.49
126,47,1,14160.8
126,207,1,5927.88
126,298,1,56789.71
126,188,1,4976.08
127,46,1,22427.42
128,262,2,4480.44
128,177,1,5871.97
128,144,1,2039.55
129,156,1,573.2
130,102,1,15059.17
130,158,3,1218.12
131,320,1,432.34
131,73,3,65068.89
131,16,1,64817.42
131,83,1,26229.46
131,174,1,2873.92
132,97,2,14796.86
133,224,1,1876.35
133,94,1,59923.63
133,59,1,26021.72
133,178,4,5694.78
133,290,1,14503.87
134,87,3,72029.99
134,134,1,1550.37
135,81,3,34884.99
135,191,1,1296.54
136,152,1,1166.97
136,201,1,1800.07
137,310,1,882.96
138,148,1,2903.62
139,85,1,47627.51
139,204,1,1593.04
139,213,1,5625.02
140,125,1,1695.0
140,156,3,573.2
140,12,1,41848.02
140,189,3,4159.05
140,317,1,783.45
140,27,1,89514.78
141,91,1,53807.69
141,192,3,1764.37
142,120,1,6732.84
143,106,2,14347.25
143,223,1,1256.5
144,259,2,2939.62
144,95,5,11008.77
144,101,1,16689.24
144,83,1,26229.46
145,33,1,79237.06
146,133,3,1604.46
147,108,1,21683.73
147,80,1,24718.12
148,82,1,29616.74
148,296,2,47624.15
148,7,3,43140.44
148,101,1,16689.24
149,135,3,1377.08
149,263,4,2495.73
149,51,1,39853.27
149,331,1,6380.13
149,232,1,2524.64
150,13,1,41406.62
151,126,1,909.4
151,77,1,31968.85
152,97,1,14796.86
152,340,1,11496.02
152,65,1,99325.76
152,285,1,15068.56
153,131,1,1052.42
153,149,1,1059.95
153,258,1,4932.36
153,181,1,5984.6
154,31,1,94753.71
154,183,4,4581.12
155,104,1,8923.44
156,29,1,81976.87
157,35,3,117310.36
157,144,1,2039.55
158,304,1,29475.15
158,308,2,1147.07
158,222,1,1981.99
159,113,3,35646.79
160,148,1,2903.62
160,307,1,1770.91
160,280,3,20595.37
160,91,1,53807.69
161,54,2,45784.29
161,193,1,1774.63
162,335,1,12694.73
162,39,1,15097.07
162,200,1,1761.12
163,24,5,104029.65
164,45,3,13527.84
164,216,1,4616.7
164,336,1,10491.8
164,340,1,11496.02
165,37,3,90328.11
165,212,1,5005.5
166,42,2,16561.9
167,31,2,94753.71
167,198,1,1164.81
167,185,1,5042.92
167,120,1,6732.84
168,130,2,1889.38
168,237,1,3905.27
168,236,1,4478.12
169,53,1,48851.28
169,211,1,2322.41
169,123,11,6768.86
170,48,1,17128.78
170,248,1,2341.89
171,82,1,29616.74
172,336,1,10491.8
173,110,1,40507.54
173,183,1,4581.12
174,131,1,1052.42
174,107,1,12036.45
174,223,3,1256.5
174,84,1,43413.99
174,237,5,3905.27
174,149,9,1059.95
175,146,1,1223.84
175,36,1,84300.8
176,77,1,31968.85
176,224,1,1876.35
176,65,2,99325.76
177,164,1,2247.72
178,109,1,57789.28
178,83,3,26229.46
178,129,1,1357.52
178,133,1,1604.46
179,119,1,4260.17
179,283,1,19493.84
180,46,1,22427.42
180,100,1,11775.16
180,119,4,4260.17
180,109,1,57789.28
180,82,1,29616.74
180,13,1,41406.62
180,299,1,55395.36
181,148,1,2903.62
181,103,1,16940.77
182,135,1,1377.08
182,140,1,2984.27
182,244,1,1280.05
182,185,3,5042.92
183,37,3,90328.11
183,141,1,1810.62
183,194,1,1601.88
183,255,1,18344.78
183,77,1,31968.85
184,12,1,41848.02
184,180,1,3648.11
184,44,1,19259.26
184,75,1,57583.74
185,301,1,52322.62
186,49,1,25807.9
187,127,1,1961.01
187,129,2,1357.52
188,43,2,13057.53
188,216,1,4616.7
188,107,1,12036.45
188,313,1,845.62
188,184,3,3530.66
189,307,1,1770.91
189,285,1,15068.56
189,227,1,1996.49
189,137,1,2949.59
189,86,1,59880.48
189,296,1,47624.15
189,171,1,1818.96
190,134,1,1550.37
190,143,3,2313.47
191,302,4,53439.99
191,317,1,783.45
191,282,1,22352.23
192,249,1,8864.11
192,331,3,6380.13
192,125,1,1695.0
193,36,1,84300.8
194,304,1,29475.15
194,307,4,1770.91
195,43,1,13057.53
195,252,1,15859.6
196,100,1,11775.16
196,234,1,4622.68
196,25,1,114757.23
197,28,4,83742.33
197,138,1,2736.55
197,123,5,6768.86
197,226,1,1858.9
197,196,3,1012.71
197,278,1,10632.89
198,152,1,1166.97
198,124,1,7661.7
198,191,1,1296.54
199,131,1,1052.42
199,118,1,7452.21
199,106,2,14347.25
200,160,1,1217.64
200,313,1,845.62
200,311,1,1190.0
200,130,1,1889.38
200,94,1,59923.63
200,65,1,99325.76
201,107,1,12036.45
201,129,2,1357.52
201,324,1,348.51
202,154,1,1401.38
203,75,4,57583.74
203,217,1,2604.99
203,254,2,9130.72
203,192,1,1764.37
204,143,1,2313.47
205,27,3,89514.78
206,160,1,1217.64
206,281,1,23161.83
206,28,1,83742.33
207,17,1,52257.24
207,157,2,979.18
207,170,2,2115.57
207,235,3,3437.21
208,83,3,26229.46
208,214,1,5625.75
209,13,1,41406.62
209,126,1,909.4
209,284,5,16091.45
209,72,1,61784.59
209,41,1,21780.87
210,294,1,39501.7
211,160,1,1217.64
211,120,1,6732.84
211,275,1,13034.83
211,310,1,882.96
212,59,1,26021.72
213,31,5,94753.71
213,139,1,2027.99
214,288,1,20059.51
214,310,1,882.96
214,327,2,4389.26
214,189,1,4159.05
214,137,5,2949.59
215,64,1,79209.97
215,214,17,5625.75
215,31,1,94753.71
216,87,1,72029.99
216,206,1,4705.87
216,117,1,6193.94
216,338,1,13165.42
216,67,1,74537.44
217,93,1,65802.17
217,213,1,5625.02
217,244,1,1280.05
217,141,1,1810.62
217,132,1,1789.42
218,101,1,16689.24
218,225,1,1408.46
218,176,1,5164.27
218,87,1,72029.99
219,90,5,63321.66
220,22,2,66299.03
220,191,1,1296.54
221,65,1,99325.76
222,304,1,29475.15
223,35,1,117310.36
224,166,2,1549.08
224,149,1,1059.95
225,63,1,34432.1
225,201,1,1800.07
225,248,4,2341.89
225,57,1,46052.29
225,280,1,20595.37
226,68,1,71271.82
227,80,3,24718.12
227,246,1,1555.64
227,206,6,4705.87
228,29,2,81976.87
228,210,1,4790.68
229,124,1,7661.7
229,307,1,1770.91
230,134,2,1550.37
230,302,1,53439.99
230,58,1,39619.15
231,65,4,99325.76
231,194,1,1601.88
231,8,1,46852.63
231,165,3,1047.28
232,37,1,90328.11
232,154,1,1401.38
233,92,1,79414.69
233,242,1,2577.6
234,331,1,6380.13
234,82,1,29616.74
235,162,1,2203.22
235,179,2,4518.32
235,92,1,79414.69
236,40,1,16613.77
236,221,3,1708.1
236,217,2,2604.99
237,276,2,14789.81
238,67,4,74537.44
239,302,2,53439.99
239,315,1,1385.96
240,147,1,2867.75
240,29,1,81976.87
240,98,3,18098.36
241,112,2,55897.45
242,162,3,2203.22
242,95,1,11008.77
243,182,1,3303.14
244,143,2,2313.47
244,289,2,19518.22
245,100,1,11775.16
246,137,1,2949.59
247,71,1,96917.02
247,211,1,2322.41
248,271,1,12933.94
248,61,1,45155.03
248,177,1,5871.97
249,4,1,49133.03
250,90,2,63321.66
251,124,1,7661.7
251,149,1,1059.95
252,151,1,1368.9
252,221,1,1708.1
252,206,1,4705.87
252,92,1,79414.69
253,125,1,1695.0
253,341,1,9407.69
254,46,1,22427.42
254,233,1,3081.13
255,81,5,34884.99
255,195,1,1375.99
255,64,1,79209.97
255,171,1,1818.96
256,22,1,66299.03
256,143,1,2313.47
257,321,1,500.65
257,206,2,4705.87
258,127,2,1961.01
259,210,1,4790.68
259,333,1,11793.93
259,330,1,5151.87
260,333,1,11793.93
261,270,2,14292.57
261,145,1,1335.24
261,77,1,31968.85
261,129,1,1357.52
262,286,1,14710.48
262,316,1,1928.33
263,46,3,22427.42
263,197,6,1728.49
263,168,1,1646.74
263,335,2,12694.73
264,108,1,21683.73
264,227,1,1996.49
264,281,1,23161.83
265,141,1,1810.62
266,226,1,1858.9
266,18,4,58716.65
266,243,1,2487.19
266,117,3,6193.94
266,10,1,35606.5
266,39,5,15097.07
266,41,1,21780.87
266,108,5,21683.73
267,36,1,84300.8
267,202,1,1524.16
267,337,1,10331.24
267,245,5,2708.27
267,275,1,13034.83
268,106,1,14347.25
268,134,1,1550.37
269,113,1,35646.79
269,121,4,5725.49
270,227,2,1996.49
271,123,1,6768.86
272,78,1,38945.67
272,204,1,1593.04
272,239,1,3021.22
272,275,1,13034.83
272,309,4,1855.64
273,176,1,5164.27
273,292,1,22105.97
273,246,1,1555.64
274,287,3,21996.26
274,307,2,1770.91
274,319,1,271.32
274,99,2,15179.43
274,323,1,722.85
274,2,3,47486.64
275,148,1,2903.62
275,120,1,6732.84
275,202,4,1524.16
275,261,2,4320.62
275,36,1,84300.8
276,13,2,41406.62
276,139,1,2027.99
276,202,1,1524.16
276,162,1,2203.22
276,44,1,19259.26
277,87,1,72029.99
277,203,4,1148.89
277,284,2,16091.45
277,157,1,979.18
278,67,1,74537.44
279,208,4,3485.69
280,280,1,20595.37
280,306,1,586.55
280,105,1,15510.7
281,284,1,16091.45
282,153,1,1252.43
282,148,1,2903.62
283,103,1,16940.77
283,105,2,15510.7
283,334,5,14230.4
284,67,1,74537.44
284,209,2,4743.65
285,59,2,26021.72
285,195,1,1375.99
285,254,1,9130.72
285,268,1,12645.28
286,267,1,8865.41
286,123,1,6768.86
287,290,1,14503.87
287,183,1,4581.12
287,227,2,1996.49
288,237,2,3905.27
288,83,1,26229.46
289,80,1,24718.12
289,334,1,14230.4
289,82,1,29616.74
290,53,3,48851.28
291,23,1,79215.36
292,125,1,1695.0
293,304,1,29475.15
294,298,1,56789.71
294,297,1,17005.37
294,123,3,6768.86
295,276,1,14789.81
296,133,1,1604.46
297,228,2,1968.15
297,145,1,1335.24
297,113,1,35646.79
298,36,1,84300.8
299,19,1,56448.54
299,211,1,2322.41
299,180,2,3648.11
300,139,1,2027.99
300,229,1,1582.0
301,257,5,4031.36
301,277,5,10858.65
302,133,4,1604.46
302,94,1,59923.63
302,148,1,2903.62
303,306,1,586.55
304,119,1,4260.17
304,261,1,4320.62
305,286,2,14710.48
305,313,1,845.62
305,106,1,14347.25
305,57,1,46052.29
306,183,1,4581.12
306,254,1,9130.72
307,113,5,35646.79
308,134,1,1550.37
308,185,3,5042.92
309,112,2,55897.45
309,127,1,1961.01
310,84,1,43413.99
310,202,1,1524.16
310,256,2,19199.67
311,28,4,83742.33
311,157,1,979.18
311,189,1,4159.05
312,64,1,79209.97
312,192,19,1764.37
313,269,1,7403.82
313,27,1,89514.78
313,123,1,6768.86
314,7,1,43140.44
314,168,1,1646.74
314,177,1,5871.97
314,315,2,1385.96
314,45,1,13527.84
314,279,2,9024.47
315,30,1,77325.68
316,36,1,84300.8
317,163,1,2800.05
317,6,1,45909.08
317,191,5,1296.54
317,18,1,58716.65
318,309,1,1855.64
318,330,3,5151.87
318,288,1,20059.51
318,281,1,23161.83
319,336,1,10491.8
320,293,2,36783.47
320,310,5,882.96
320,167,1,2637.41
320,202,1,1524.16
320,142,1,2741.5
320,337,1,10331.24
321,320,1,432.34
321,109,2,57789.28
321,57,1,46052.29
321,148,1,2903.62
321,61,1,45155.03
322,81,1,34884.99
323,122,1,6622.44
323,223,3,1256.5
324,106,1,14347.25
324,240,2,2190.92
325,252,1,15859.6
325,10,1,35606.5
325,98,1,18098.36
325,102,1,15059.17
325,136,2,2488.56
326,3,1,35699.98
327,135,1,1377.08
327,245,1,2708.27
327,64,3,79209.97
327,299,1,55395.36
327,300,1,43644.24
327,153,1,1252.43
327,17,1,52257.24
327,39,1,15097.07
328,106,2,14347.25
328,229,1,1582.0
329,93,1,65802.17
329,220,1,4050.01
329,87,2,72029.99
329,7,1,43140.44
330,326,1,4869.61
330,314,1,1725.17
330,198,1,1164.81
331,97,1,14796.86
331,128,1,1070.65
331,203,1,1148.89
332,338,1,13165.42
332,107,1,12036.45
332,9,1,44988.84
332,112,1,55897.45
333,294,1,39501.7
333,307,1,1770.91
334,255,1,18344.78
335,215,1,5853.58
335,306,1,586.55
336,146,4,1223.84
337,301,1,52322.62
338,143,1,2313.47
339,22,1,66299.03
339,140,1,2984.27
339,219,2,5782.79
340,287,3,21996.26
340,312,1,691.8
340,322,1,680.0
340,55,1,40507.74
340,39,1,15097.07
340,338,1,13165.42
340,262,1,4480.44
341,51,1,39853.27
342,342,1,8080.45
342,260,2,3332.38
343,291,1,18911.62
344,9,2,44988.84
344,140,8,2984.27
344,211,10,2322.41
344,329,2,6700.81
344,107,1,12036.45
344,280,1,20595.37
344,283,1,19493.84
344,155,3,1130.21
345,25,2,114757.23
346,215,1,5853.58
346,230,5,2719.62
347,273,1,8061.37
347,327,2,4389.26
347,51,1,39853.27
347,265,1,3797.36
347,64,1,79209.97
348,143,3,2313.47
348,162,1,2203.22
348,164,1,2247.72
348,15,1,74943.51
348,37,1,90328.11
348,138,1,2736.55
349,94,1,59923.63
349,173,1,2652.14
349,193,1,1774.63
350,235,1,3437.21
350,190,1,4329.82
350,178,1,5694.78
351,17,3,52257.24
351,159,2,601.42
351,205,2,1402.33
352,70,1,88011.39
353,60,1,33252.49
353,227,1,1996.49
353,301,1,52322.62
353,311,1,1190.0
353,124,1,7661.7
354,73,1,65068.89
354,195,4,1375.99
354,235,1,3437.21
355,172,1,1798.63
355,164,1,2247.72
356,128,1,1070.65
356,230,1,2719.62
356,272,1,13844.24
357,112,1,55897.45
357,129,1,1357.52
357,184,1,3530.66
357,115,1,55779.2
357,124,1,7661.7
358,18,1,58716.65
359,119,1,4260.17
359,72,1,61784.59
359,115,1,55779.2
360,48,1,17128.78
360,242,1,2577.6
361,4,3,49133.03
362,302,3,53439.99
362,306,4,586.55
363,59,2,26021.72
363,213,3,5625.02
363,256,1,19199.67
363,268,2,12645.28
363,107,2,12036.45
364,285,3,15068.56
364,310,1,882.96
365,87,1,72029.99
365,208,1,3485.69
365,244,1,1280.05
365,133,8,1604.46
366,105,2,15510.7
366,335,1,12694.73
367,157,3,979.18
368,304,1,29475.15
368,314,1,1725.17
369,299,1,55395.36
369,307,1,1770.91
369,319,1,271.32
369,203,1,1148.89
369,25,1,114757.23
369,175,1,2149.17
369,201,1,1800.07
370,16,1,64817.42
370,147,1,2867.75
370,176,3,5164.27
370,248,1,2341.89
371,313,1,845.62
371,312,1,691.8
371,76,5,30729.63
372,64,2,79209.97
372,76,1,30729.63
372,343,3,13043.96
373,24,1,104029.65
373,203,3,1148.89
373,183,1,4581.12
374,80,1,24718.12
374,219,1,5782.79
375,35,2,117310.36
375,185,1,5042.92
375,126,1,909.4
376,27,2,89514.78
376,145,1,1335.24
376,80,1,24718.12
376,39,1,15097.07
376,194,3,1601.88
377,291,1,18911.62
378,116,1,55145.2
378,156,1,573.2
379,79,5,35801.69
379,217,1,2604.99
379,301,1,52322.62
380,110,1,40507.54
381,41,2,21780.87
381,195,1,1375.99
381,252,2,15859.6
381,127,1,1961.01
382,160,1,1217.64
382,229,3,1582.0
383,11,1,41155.74
383,159,1,601.42
383,326,5,4869.61
384,301,1,52322.62
384,308,1,1147.07
384,318,1,710.28
385,156,1,573.2
385,124,8,7661.7
385,23,1,79215.36
386,170,2,2115.57
386,152,2,1166.97
387,104,1,8923.44
387,10,1,35606.5
388,74,1,96991.61
388,225,5,1408.46
388,330,1,5151.87
388,187,1,5593.98
389,31,1,94753.71
389,217,1,2604.99
389,168,2,1646.74
390,11,2,41155.74
390,209,3,4743.65
390,174,2,2873.92
391,287,1,21996.26
392,69,1,79694.15
393,240,1,2190.92
393,80,1,24718.12
393,201,3,1800.07
393,202,1,1524.16
393,256,1,19199.67
394,120,3,6732.84
394,172,3,1798.63
394,123,1,6768.86
394,289,1,19518.22
394,210,16,4790.68
395,310,1,882.96
395,197,1,1728.49
395,285,2,15068.56
396,125,1,1695.0
396,141,1,1810.62
396,282,1,22352.23
397,281,2,23161.83
397,308,2,1147.07
398,224,1,1876.35
398,29,1,81976.87
398,28,3,83742.33
398,46,2,22427.42
398,60,1,33252.49
399,142,1,2741.5
399,335,5,12694.73
399,166,1,1549.08
399,24,2,104029.65
400,19,2,56448.54
401,133,1,1604.46
401,341,1,9407.69
401,156,1,573.2
402,250,1,6815.38
402,7,1,43140.44
403,28,1,83742.33
404,80,1,24718.12
405,57,1,46052.29
405,328,1,5018.01
405,94,2,59923.63
405,217,1,2604.99
406,9,1,44988.84
406,148,2,2903.62
406,96,1,9995.4
406,241,1,2911.65
406,276,1,14789.81
407,141,5,1810.62
407,253,1,10990.53
407,191,1,1296.54
408,284,1,16091.45
409,134,1,1550.37
409,120,1,6732.84
410,117,3,6193.94
410,207,2,5927.88
410,277,1,10858.65
411,129,5,1357.52
412,119,1,4260.17
413,140,1,2984.27
413,77,1,31968.85
413,233,1,3081.13
414,45,1,13527.84
415,282,1,22352.23
415,215,1,5853.58
415,44,1,19259.26
415,223,2,1256.5
416,280,1,20595.37
416,307,2,1770.91
417,37,1,90328.11
418,238,1,2851.49
418,110,1,40507.54
418,71,1,96917.02
418,144,2,2039.55
418,206,1,4705.87
418,241,1,2911.65
419,57,1,46052.29
419,214,1,5625.75
419,5,1,37733.54
420,130,1,1889.38
421,78,1,38945.67
421,195,1,1375.99
422,114,1,49408.51
422,160,1,1217.64
422,2,1,47486.64
422,212,1,5005.5
422,36,1,84300.8
422,37,2,90328.11
422,258,3,4932.36
422,240,1,2190.92
423,71,1,96917.02
423,196,1,1012.71
423,83,1,26229.46
423,74,3,96991.61
424,106,1,14347.25
424,130,1,1889.38
425,23,1,79215.36
426,89,1,66723.41
426,218,1,4891.26
427,88,1,62777.74
427,205,1,1402.33
427,135,3,1377.08
427,201,2,1800.07
428,199,1,1542.24
428,115,1,55779.2
428,253,1,10990.53
428,202,1,1524.16
428,43,1,13057.53
429,144,1,2039.55
429,63,1,34432.1
430,92,1,79414.69
430,191,1,1296.54
430,10,1,35606.5
431,291,1,18911.62
431,307,1,1770.91
431,320,1,432.34
431,102,1,15059.17
431,332,1,3774.14
432,336,1,10491.8
432,246,1,1555.64
432,208,1,3485.69
432,35,3,117310.36
433,12,4,41848.02
433,147,2,2867.75
433,164,1,2247.72
433,336,1,10491.8
433,202,1,1524.16
434,300,1,43644.24
434,319,2,271.32
435,41,2,21780.87
435,213,1,5625.02
435,234,1,4622.68
436,314,1,1725.17
436,135,1,1377.08
437,89,2,66723.41
438,259,3,2939.62
438,328,3,5018.01
438,114,2,49408.51
439,85,1,47627.51
439,214,1,5625.75
439,53,1,48851.28
440,299,1,55395.36
440,313,1,845.62
441,132,1,1789.42
442,94,5,59923.63
442,205,1,1402.33
442,135,1,1377.08
443,14,1,37524.37
443,156,1,573.2
443,191,2,1296.54
444,115,4,55779.2
444,143,2,2313.47
445,57,2,46052.29
445,200,1,1761.12
446,45,1,13527.84
446,195,1,1375.99
446,149,1,1059.95
447,292,1,22105.97
448,317,1,783.45
448,120,1,6732.84
449,40,2,16613.77
449,197,1,1728.49
449,81,1,34884.99
450,157,1,979.18
451,65,1,99325.76
451,198,1,1164.81
451,142,1,2741.5
452,135,3,1377.08
452,65,2,99325.76
453,65,2,99325.76
453,216,1,4616.7
454,168,3,1646.74
454,104,1,8923.44
454,89,2,66723.41
455,154,1,1401.38
455,113,1,35646.79
455,129,1,1357.52
455,275,1,13034.83
455,257,1,4031.36
456,286,1,14710.48
456,311,2,1190.0
456,318,3,710.28
456,238,1,2851.49
457,310,1,882.96
457,304,1,29475.15
457,232,2,2524.64
457,90,1,63321.66
457,150,2,1368.14
457,72,1,61784.59
458,9,1,44988.84
459,19,1,56448.54
459,155,1,1130.21
459,197,2,1728.49
459,125,1,1695.0
459,76,2,30729.63
460,99,3,15179.43
460,129,1,1357.52
460,257,1,4031.36
461,99,1,15179.43
461,135,1,1377.08
461,149,1,1059.95
461,48,1,17128.78
461,18,1,58716.65
461,89,1,66723.41
461,332,3,3774.14
461,316,1,1928.33
462,11,3,41155.74
462,145,1,1335.24
462,195,2,1375.99
463,160,1,1217.64
463,19,3,56448.54
463,255,5,18344.78
463,53,1,48851.28
463,35,1,117310.36
464,120,1,6732.84
464,80,1,24718.12
464,238,2,2851.49
464,81,1,34884.99
464,197,1,1728.49
465,101,4,16689.24
465,106,3,14347.25
465,7,1,43140.44
466,80,1,24718.12
467,126,1,909.4
468,65,1,99325.76
468,236,1,4478.12
469,105,1,15510.7
