recommendation_type,customer_id,customer_tier,customer_total_spend,customer_invoice_count,customer_avg_invoice_value,current_product_id,candidate_product_id,candidate_price,candidate_margin,candidate_normalized_margin,support,confidence,lift,association_score,feature_improvement,price_difference,price_increase_percentage,customer_category_affinity,customer_brand_affinity,candidate_popularity,invoice_item_count,invoice_total,target
upsell,8057,Silver,0.0,0,0.0,58,55,40507.74,0.22334199297315277,0.22334199297315277,0.0,0.0,0.0,0.0,0.6,888.5899999999965,0.022428295407649998,0.0,0.0,0.0,5,97241.25,0
upsell,8057,Silver,0.0,0,0.0,58,52,46618.06,0.48470249316974323,0.48470249316974323,0.0,0.0,0.0,0.0,0.6,6998.909999999996,0.17665472378887473,0.0,0.0,0.0,5,97241.25,0
upsell,8057,Silver,0.0,0,0.0,58,57,46052.29,0.38057352733614946,0.38057352733614946,0.0,0.0,0.0,0.0,0.6,6433.139999999999,0.16237450828702785,0.0,0.0,0.0,5,97241.25,0
upsell,8057,Silver,0.0,0,0.0,58,50,40335.38,0.22757798086519943,0.22757798086519943,0.0,0.0,0.0,0.0,0.4,716.2299999999959,0.018077873957416953,0.0,0.0,0.0,5,97241.25,0
upsell,8057,Silver,0.0,0,0.0,58,56,43159.93,0.42204670156566626,0.42204670156566626,0.0,0.0,0.0,0.0,0.4,3540.779999999999,0.08937041809327052,0.0,0.0,0.0,5,97241.25,0
upsell,8057,Silver,0.0,0,0.0,58,61,45155.03,0.40955454627940036,0.40955454627940036,0.0,0.0,0.0,0.0,0.4,5535.879999999997,0.13972737931025772,0.0,0.0,0.0,5,97241.25,0
upsell,8057,Silver,0.0,0,0.0,58,51,39853.27,0.15818124880281473,0.15818124880281473,0.0,0.0,0.0,0.0,0.3,234.11999999999534,0.005909263575821171,0.0,0.0,0.0,5,97241.25,1
upsell,864,Silver,0.0,0,0.0,196,203,1148.89,0.005518078757145307,0.005518078757145307,0.0,0.0,0.0,0.0,0.6666666666666666,136.18000000000006,0.13447087517650666,0.0,0.0,0.0,1,3446.67,1
upsell,864,Silver,0.0,0,0.0,196,198,1164.81,0.00845086751822242,0.00845086751822242,0.0,0.0,0.0,0.0,0.6666666666666666,152.0999999999999,0.15019107148147043,0.0,0.0,0.0,1,3446.67,0
cross_sell,2908,Bronze,0.0,0,0.0,157,132,1789.42,1250.0100000000002,0.01965242562329244,0.0,0.0,0.0,0.0559705471996335,0.0,0.0,0.0,0.0,0.0,0.0,3,78955.14,0
cross_sell,2908,Bronze,0.0,0,0.0,87,193,1774.63,805.6200000000001,0.012652200048391488,0.0,0.0,0.0,0.218342558906356,0.0,0.0,0.0,0.0,0.0,0.0,3,78955.14,0
cross_sell,2908,Bronze,0.0,0,0.0,87,213,5625.02,3832.2700000000004,0.06032931415148553,0.0,0.0,0.0,0.1726256145075664,0.0,0.0,0.0,0.0,0.0,0.0,3,78955.14,0
upsell,2908,Bronze,0.0,0,0.0,228,222,1981.99,0.018503915425794677,0.018503915425794677,0.0,0.0,0.0,0.0,0.8333333333333334,13.839999999999918,0.00703198435078623,0.0,0.0,0.0,3,78955.14,1
upsell,2908,Bronze,0.0,0,0.0,228,227,1996.49,0.02018659076932383,0.02018659076932383,0.0,0.0,0.0,0.0,0.8333333333333334,28.339999999999918,0.014399308995757394,0.0,0.0,0.0,3,78955.14,0
upsell,2908,Bronze,0.0,0,0.0,228,240,2190.92,0.0007858890927604344,0.0007858890927604344,0.0,0.0,0.0,0.0,0.16666666666666666,222.76999999999998,0.11318751111449837,0.0,0.0,0.0,3,78955.14,0
upsell,2096,Silver,0.0,0,0.0,43,45,13527.84,0.08504158013327823,0.08504158013327823,0.0,0.0,0.0,0.0,0.7,470.3099999999995,0.03601829748811601,0.0,0.0,0.0,4,48101.39,1
upsell,2096,Silver,0.0,0,0.0,43,39,15097.07,0.03344793756490003,0.03344793756490003,0.0,0.0,0.0,0.0,0.8,2039.539999999999,0.15619646288386846,0.0,0.0,0.0,4,48101.39,0
upsell,2096,Silver,0.0,0,0.0,43,47,14160.8,0.10034271002409491,0.10034271002409491,0.0,0.0,0.0,0.0,0.5,1103.2699999999986,0.08449300901472166,0.0,0.0,0.0,4,48101.39,0
cross_sell,5488,Bronze,0.0,0,0.0,307,295,59174.4,42715.990000000005,0.6728426722182457,0.0,0.0,0.0,0.7779767100744623,0.0,0.0,0.0,0.0,0.0,0.0,4,211008.79,0
cross_sell,5488,Bronze,0.0,0,0.0,307,291,18911.62,11834.329999999998,0.18638126190884252,0.0,0.0,0.0,0.7699201908918206,0.0,0.0,0.0,0.0,0.0,0.0,4,211008.79,0
cross_sell,5488,Bronze,0.0,0,0.0,307,318,710.28,545.23,0.008550422921434405,0.0,0.0,0.0,0.566800008355687,0.0,0.0,0.0,0.0,0.0,0.0,4,211008.79,0
cross_sell,5488,Bronze,0.0,0,0.0,307,283,19493.84,13371.91,0.21060189432508997,0.0,0.0,0.0,0.4615170503112478,0.0,0.0,0.0,0.0,0.0,0.0,4,211008.79,0
cross_sell,5488,Bronze,0.0,0,0.0,307,317,783.45,601.5,0.009436812563639846,0.0,0.0,0.0,0.4626660473053112,0.0,0.0,0.0,0.0,0.0,0.0,4,211008.79,0
cross_sell,5488,Bronze,0.0,0,0.0,307,299,55395.36,33399.36,0.5260830430684236,0.0,0.0,0.0,0.3373973255515023,0.0,0.0,0.0,0.0,0.0,0.0,4,211008.79,0
cross_sell,5488,Bronze,0.0,0,0.0,34,148,2903.62,2297.69,0.03615593904688934,0.0,0.0,0.0,0.2714553737963424,0.0,0.0,0.0,0.0,0.0,0.0,4,211008.79,0
cross_sell,5488,Bronze,0.0,0,0.0,34,160,1217.64,863.8600000000001,0.01356962199191459,0.0,0.0,0.0,0.1964752963002397,0.0,0.0,0.0,0.0,0.0,0.0,4,211008.79,0
cross_sell,5488,Bronze,0.0,0,0.0,34,213,5625.02,3832.2700000000004,0.06032931415148553,0.0,0.0,0.0,0.1858040632647355,0.0,0.0,0.0,0.0,0.0,0.0,4,211008.79,0
upsell,5488,Bronze,0.0,0,0.0,47,39,15097.07,0.03344793756490003,0.03344793756490003,0.0,0.0,0.0,0.0,0.8,936.2700000000004,0.06611702728659401,0.0,0.0,0.0,4,211008.79,0
upsell,5488,Bronze,0.0,0,0.0,47,42,16561.9,0.03836317054974748,0.03836317054974748,0.0,0.0,0.0,0.0,0.8,2401.100000000002,0.16955962939946911,0.0,0.0,0.0,4,211008.79,1
upsell,5488,Bronze,0.0,0,0.0,47,40,16613.77,0.04416384803056731,0.04416384803056731,0.0,0.0,0.0,0.0,0.7,2452.970000000001,0.17322255804756803,0.0,0.0,0.0,4,211008.79,0
upsell,5488,Bronze,0.0,0,0.0,23,27,89514.78,0.5755861796937223,0.5755861796937223,0.0,0.0,0.0,0.0,0.6666666666666666,10299.419999999998,0.1300179662126133,0.0,0.0,0.0,4,211008.79,0
upsell,5488,Bronze,0.0,0,0.0,23,31,94753.71,0.6685146900928512,0.6685146900928512,0.0,0.0,0.0,0.0,0.6666666666666666,15538.350000000006,0.19615324603713227,0.0,0.0,0.0,4,211008.79,0
upsell,5488,Bronze,0.0,0,0.0,23,29,81976.87,0.44286906070107157,0.44286906070107157,0.0,0.0,0.0,0.0,0.5,2761.5099999999948,0.034860789624638386,0.0,0.0,0.0,4,211008.79,0
upsell,5488,Bronze,0.0,0,0.0,23,26,91770.91,0.5303202911554477,0.5303202911554477,0.0,0.0,0.0,0.0,0.5833333333333334,12555.550000000003,0.1584989325302568,0.0,0.0,0.0,4,211008.79,0
upsell,5488,Bronze,0.0,0,0.0,23,33,79237.06,0.5002353414120232,0.5002353414120232,0.0,0.0,0.0,0.0,0.4166666666666667,21.69999999999709,0.0002739367718583503,0.0,0.0,0.0,4,211008.79,0
upsell,5488,Bronze,0.0,0,0.0,23,28,83742.33,0.3431944115393534,0.3431944115393534,0.0,0.0,0.0,0.0,0.5,4526.970000000001,0.05714762894468953,0.0,0.0,0.0,4,211008.79,0
upsell,5488,Bronze,0.0,0,0.0,23,36,84300.8,0.3419583177909287,0.3419583177909287,0.0,0.0,0.0,0.0,0.5,5085.440000000002,0.06419765055665974,0.0,0.0,0.0,4,211008.79,0
upsell,5488,Bronze,0.0,0,0.0,23,34,91857.57,0.7188141124194737,0.7188141124194737,0.0,0.0,0.0,0.0,0.4166666666666667,12642.210000000006,0.1595929122836784,0.0,0.0,0.0,4,211008.79,1
upsell,5488,Bronze,0.0,0,0.0,23,37,90328.11,0.42408884752648934,0.42408884752648934,0.0,0.0,0.0,0.0,0.4166666666666667,11112.75,0.14028529315526686,0.0,0.0,0.0,4,211008.79,0
upsell,8128,Bronze,0.0,0,0.0,26,24,104029.65,0.7809286502807713,0.7809286502807713,0.0,0.0,0.0,0.0,0.75,12258.73999999999,0.13357980213991547,0.0,0.0,0.0,1,98251.33,0
upsell,8128,Bronze,0.0,0,0.0,26,31,94753.71,0.6685146900928512,0.6685146900928512,0.0,0.0,0.0,0.0,0.5833333333333334,2982.800000000003,0.032502674322396966,0.0,0.0,0.0,1,98251.33,0
upsell,8128,Bronze,0.0,0,0.0,26,34,91857.57,0.7188141124194737,0.7188141124194737,0.0,0.0,0.0,0.0,0.3333333333333333,86.66000000000349,0.0009443079511797746,0.0,0.0,2.0,1,98251.33,0
upsell,8128,Bronze,0.0,0,0.0,26,32,98251.33,0.5673333203113187,0.5673333203113187,0.0,0.0,0.0,0.0,0.3333333333333333,6480.419999999998,0.07061518731807277,0.0,0.0,0.0,1,98251.33,1
cross_sell,320,Silver,0.0,0,0.0,314,295,59174.4,42715.990000000005,0.6728426722182457,0.0,0.0,0.0,0.7779767100744623,0.0,0.0,0.0,0.0,0.0,0.0,3,71533.06,0
cross_sell,320,Silver,0.0,0,0.0,314,291,18911.62,11834.329999999998,0.18638126190884252,0.0,0.0,0.0,0.7699201908918206,0.0,0.0,0.0,0.0,0.0,0.0,3,71533.06,0
cross_sell,320,Silver,0.0,0,0.0,314,318,710.28,545.23,0.008550422921434405,0.0,0.0,0.0,0.566800008355687,0.0,0.0,0.0,0.0,0.0,0.0,3,71533.06,0
cross_sell,320,Silver,0.0,0,0.0,314,283,19493.84,13371.91,0.21060189432508997,0.0,0.0,0.0,0.4615170503112478,0.0,0.0,0.0,0.0,0.0,0.0,3,71533.06,0
cross_sell,320,Silver,0.0,0,0.0,314,317,783.45,601.5,0.009436812563639846,0.0,0.0,0.0,0.4626660473053112,0.0,0.0,0.0,0.0,0.0,0.0,3,71533.06,0
cross_sell,320,Silver,0.0,0,0.0,314,299,55395.36,33399.36,0.5260830430684236,0.0,0.0,0.0,0.3373973255515023,0.0,0.0,0.0,0.0,0.0,0.0,3,71533.06,0
cross_sell,320,Silver,0.0,0,0.0,89,193,1774.63,805.6200000000001,0.012652200048391488,0.0,0.0,0.0,0.218342558906356,0.0,0.0,0.0,0.0,0.0,0.0,3,71533.06,0
cross_sell,320,Silver,0.0,0,0.0,89,213,5625.02,3832.2700000000004,0.06032931415148553,0.0,0.0,0.0,0.1726256145075664,0.0,0.0,0.0,0.0,0.0,0.0,3,71533.06,0
cross_sell,906,Bronze,0.0,0,0.0,28,148,2903.62,2297.69,0.03615593904688934,0.0,0.0,0.0,0.2714553737963424,0.0,0.0,0.0,0.0,0.0,0.0,1,83742.33,0
cross_sell,906,Bronze,0.0,0,0.0,28,160,1217.64,863.8600000000001,0.01356962199191459,0.0,0.0,0.0,0.1964752963002397,0.0,0.0,0.0,0.0,0.0,0.0,1,83742.33,0
cross_sell,906,Bronze,0.0,0,0.0,28,213,5625.02,3832.2700000000004,0.06032931415148553,0.0,0.0,0.0,0.1858040632647355,0.0,0.0,0.0,0.0,0.0,0.0,1,83742.33,0
cross_sell,6112,Silver,0.0,0,0.0,288,305,1852.07,1551.67,0.02440430583419867,0.0,0.0,0.0,0.7727380428114606,0.0,0.0,0.0,0.0,0.0,0.0,5,264124.41,0
cross_sell,6112,Silver,0.0,0,0.0,288,309,1855.64,1168.5500000000002,0.018369232087588595,0.0,0.0,0.0,0.500623614115338,0.0,0.0,0.0,0.0,0.0,0.0,5,264124.41,0
cross_sell,6112,Silver,0.0,0,0.0,288,317,783.45,601.5,0.009436812563639846,0.0,0.0,0.0,0.4395057806204198,0.0,0.0,0.0,0.0,0.0,0.0,5,264124.41,0
cross_sell,6112,Silver,0.0,0,0.0,288,318,710.28,545.23,0.008550422921434405,0.0,0.0,0.0,0.3667554662953701,0.0,0.0,0.0,0.0,0.0,0.0,5,264124.41,0
cross_sell,6112,Silver,0.0,0,0.0,321,305,1852.07,1551.67,0.02440430583419867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,264124.41,0
cross_sell,6112,Silver,0.0,0,0.0,321,295,59174.4,42715.990000000005,0.6728426722182457,0.0,0.0,0.0,0.6507269235217834,0.0,0.0,0.0,0.0,0.0,0.0,5,264124.41,0
cross_sell,6112,Silver,0.0,0,0.0,321,291,18911.62,11834.329999999998,0.18638126190884252,0.0,0.0,0.0,0.7220399829245605,0.0,0.0,0.0,0.0,0.0,0.0,5,264124.41,0
cross_sell,6112,Silver,0.0,0,0.0,321,309,1855.64,1168.5500000000002,0.018369232087588595,0.0,0.0,0.0,0.5392108512630006,0.0,0.0,0.0,0.0,0.0,0.0,5,264124.41,0
cross_sell,6112,Silver,0.0,0,0.0,71,213,5625.02,3832.2700000000004,0.06032931415148553,0.0,0.0,0.0,0.209335683350738,0.0,0.0,0.0,0.0,0.0,0.0,5,264124.41,0
cross_sell,6112,Silver,0.0,0,0.0,71,193,1774.63,805.6200000000001,0.012652200048391488,0.0,0.0,0.0,0.1235054822868916,0.0,0.0,0.0,0.0,0.0,0.0,5,264124.41,0
upsell,6112,Silver,0.0,0,0.0,3,5,37733.54,0.20811426943976774,0.20811426943976774,0.0,0.0,0.0,0.0,0.75,2033.5599999999977,0.05696249689775729,0.0,0.0,0.0,5,264124.41,1
upsell,6112,Silver,0.0,0,0.0,3,13,41406.62,0.2891008571846237,0.2891008571846237,0.0,0.0,0.0,0.0,0.75,5706.639999999999,0.15984994949577,0.0,0.0,0.0,5,264124.41,0
upsell,6112,Silver,0.0,0,0.0,3,12,41848.02,0.3134126962123579,0.3134126962123579,0.0,0.0,0.0,0.0,0.75,6148.039999999994,0.17221410208072926,0.0,0.0,0.0,5,264124.41,0
upsell,6112,Silver,0.0,0,0.0,3,1,37751.52,0.15091149902712944,0.15091149902712944,0.0,0.0,0.0,0.0,0.6666666666666666,2051.5399999999936,0.057466138636492047,0.0,0.0,0.0,5,264124.41,0
upsell,6112,Silver,0.0,0,0.0,3,14,37524.37,0.225650670171689,0.225650670171689,0.0,0.0,0.0,0.0,0.5833333333333334,1824.3899999999994,0.05110338997388792,0.0,0.0,0.0,5,264124.41,0
upsell,6112,Silver,0.0,0,0.0,3,11,41155.74,0.28212110977810484,0.28212110977810484,0.0,0.0,0.0,0.0,0.6666666666666666,5455.759999999995,0.15282249457842817,0.0,0.0,0.0,5,264124.41,0
cross_sell,9236,Silver,0.0,0,0.0,34,148,2903.62,2297.69,0.03615593904688934,0.0,0.0,0.0,0.2714553737963424,0.0,0.0,0.0,0.0,0.0,0.0,7,118370.23,0
cross_sell,9236,Silver,0.0,0,0.0,34,160,1217.64,863.8600000000001,0.01356962199191459,0.0,0.0,0.0,0.1964752963002397,0.0,0.0,0.0,0.0,0.0,0.0,7,118370.23,0
cross_sell,9236,Silver,0.0,0,0.0,34,213,5625.02,3832.2700000000004,0.06032931415148553,0.0,0.0,0.0,0.1858040632647355,0.0,0.0,0.0,0.0,0.0,0.0,7,118370.23,0
cross_sell,9236,Silver,0.0,0,0.0,152,132,1789.42,1250.0100000000002,0.01965242562329244,0.0,0.0,0.0,0.0559705471996335,0.0,0.0,0.0,0.0,0.0,0.0,7,118370.23,0
cross_sell,9236,Silver,0.0,0,0.0,134,148,2903.62,2297.69,0.03615593904688934,0.0,0.0,0.0,0.2350413298951094,0.0,0.0,0.0,0.0,0.0,0.0,7,118370.23,0
cross_sell,9236,Silver,0.0,0,0.0,134,160,1217.64,863.8600000000001,0.01356962199191459,0.0,0.0,0.0,0.0437698487586955,0.0,0.0,0.0,0.0,0.0,0.0,7,118370.23,0
cross_sell,9236,Silver,0.0,0,0.0,185,148,2903.62,2297.69,0.03615593904688934,0.0,0.0,0.0,0.1552341170523908,0.0,0.0,0.0,0.0,0.0,0.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,30,26,91770.91,0.5303202911554477,0.5303202911554477,0.0,0.0,0.0,0.0,0.6666666666666666,14445.23000000001,0.186810255014893,0.0,0.0,0.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,30,27,89514.78,0.5755861796937223,0.5755861796937223,0.0,0.0,0.0,0.0,0.5833333333333334,12189.100000000006,0.15763327267215765,0.0,0.0,0.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,30,23,79215.36,0.29722643687431316,0.29722643687431316,0.0,0.0,0.0,0.0,0.5,1889.6800000000076,0.02443793575433165,0.0,0.0,0.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,30,33,79237.06,0.5002353414120232,0.5002353414120232,0.0,0.0,0.0,0.0,0.4166666666666667,1911.3800000000047,0.02471856697542142,0.0,0.0,1.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,30,29,81976.87,0.44286906070107157,0.44286906070107157,0.0,0.0,0.0,0.0,0.4166666666666667,4651.190000000002,0.06015065111616222,0.0,0.0,0.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,30,34,91857.57,0.7188141124194737,0.7188141124194737,0.0,0.0,0.0,0.0,0.4166666666666667,14531.890000000014,0.18793096937524525,0.0,0.0,2.0,7,118370.23,1
upsell,9236,Silver,0.0,0,0.0,30,28,83742.33,0.3431944115393534,0.3431944115393534,0.0,0.0,0.0,0.0,0.4166666666666667,6416.650000000009,0.08298213478368388,0.0,0.0,1.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,30,36,84300.8,0.3419583177909287,0.3419583177909287,0.0,0.0,0.0,0.0,0.4166666666666667,6975.12000000001,0.09020444437087408,0.0,0.0,0.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,30,37,90328.11,0.42408884752648934,0.42408884752648934,0.0,0.0,0.0,0.0,0.3333333333333333,13002.430000000008,0.1681515118910045,0.0,0.0,0.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,203,191,1296.54,0.0075951951285902946,0.0075951951285902946,0.0,0.0,0.0,0.0,0.6666666666666666,147.64999999999986,0.1285153495983078,0.0,0.0,0.0,7,118370.23,1
upsell,9236,Silver,0.0,0,0.0,203,198,1164.81,0.00845086751822242,0.00845086751822242,0.0,0.0,0.0,0.0,0.3333333333333333,15.919999999999845,0.013856853136505535,0.0,0.0,0.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,203,195,1375.99,0.011287408887903135,0.011287408887903135,0.0,0.0,0.0,0.0,0.5,227.0999999999999,0.1976690544786706,0.0,0.0,0.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,179,188,4976.08,0.02287962743595689,0.02287962743595689,0.0,0.0,0.0,0.0,0.8333333333333334,457.7600000000002,0.10131199206784829,0.0,0.0,1.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,179,185,5042.92,0.03453910889092761,0.03453910889092761,0.0,0.0,0.0,0.0,0.8333333333333334,524.6000000000004,0.11610510101099533,0.0,0.0,0.0,7,118370.23,1
upsell,9236,Silver,0.0,0,0.0,179,176,5164.27,0.03785893503442854,0.03785893503442854,0.0,0.0,0.0,0.0,0.8333333333333334,645.9500000000007,0.1429624285132529,0.0,0.0,0.0,7,118370.23,0
upsell,9236,Silver,0.0,0,0.0,179,183,4581.12,0.02608099525158532,0.02608099525158532,0.0,0.0,0.0,0.0,0.3333333333333333,62.80000000000018,0.013898971299066951,0.0,0.0,0.0,7,118370.23,0
cross_sell,6181,Bronze,0.0,0,0.0,299,305,1852.07,1551.67,0.02440430583419867,0.0,0.0,0.0,0.7769233912120124,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,0
cross_sell,6181,Bronze,0.0,0,0.0,307,295,59174.4,42715.990000000005,0.6728426722182457,0.0,0.0,0.0,0.7779767100744623,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,0
cross_sell,6181,Bronze,0.0,0,0.0,307,291,18911.62,11834.329999999998,0.18638126190884252,0.0,0.0,0.0,0.7699201908918206,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,0
cross_sell,6181,Bronze,0.0,0,0.0,307,318,710.28,545.23,0.008550422921434405,0.0,0.0,0.0,0.566800008355687,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,0
cross_sell,6181,Bronze,0.0,0,0.0,307,283,19493.84,13371.91,0.21060189432508997,0.0,0.0,0.0,0.4615170503112478,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,0
cross_sell,6181,Bronze,0.0,0,0.0,307,317,783.45,601.5,0.009436812563639846,0.0,0.0,0.0,0.4626660473053112,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,0
cross_sell,6181,Bronze,0.0,0,0.0,307,299,55395.36,33399.36,0.5260830430684236,0.0,0.0,0.0,0.3373973255515023,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,1
cross_sell,6181,Bronze,0.0,0,0.0,324,305,1852.07,1551.67,0.02440430583419867,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,0
cross_sell,6181,Bronze,0.0,0,0.0,324,295,59174.4,42715.990000000005,0.6728426722182457,0.0,0.0,0.0,0.6507269235217834,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,0
cross_sell,6181,Bronze,0.0,0,0.0,324,291,18911.62,11834.329999999998,0.18638126190884252,0.0,0.0,0.0,0.7220399829245605,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,0
cross_sell,6181,Bronze,0.0,0,0.0,324,309,1855.64,1168.5500000000002,0.018369232087588595,0.0,0.0,0.0,0.5392108512630006,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,0
cross_sell,6181,Bronze,0.0,0,0.0,54,213,5625.02,3832.2700000000004,0.06032931415148553,0.0,0.0,0.0,0.1911824674383759,0.0,0.0,0.0,0.0,0.0,0.0,4,103996.09,0
cross_sell,5531,Gold,0.0,0,0.0,138,132,1789.42,1250.0100000000002,0.01965242562329244,0.0,0.0,0.0,0.104955443675579,0.0,0.0,0.0,0.0,0.0,0.0,2,69461.26,0
cross_sell,906,Bronze,83742.33,1,83742.33,291,305,1852.07,1551.67,0.02440430583419867,0.0,0.0,0.0,0.7727380428114606,0.0,0.0,0.0,0.0,0.0,0.0,2,113183.4,0
cross_sell,906,Bronze,83742.33,1,83742.33,291,309,1855.64,1168.5500000000002,0.018369232087588595,0.0,0.0,0.0,0.500623614115338,0.0,0.0,0.0,0.0,0.0,0.0,2,113183.4,0
cross_sell,906,Bronze,83742.33,1,83742.33,291,317,783.45,601.5,0.009436812563639846,0.0,0.0,0.0,0.4395057806204198,0.0,0.0,0.0,0.0,0.0,0.0,2,113183.4,0
cross_sell,906,Bronze,83742.33,1,83742.33,291,318,710.28,545.23,0.008550422921434405,0.0,0.0,0.0,0.3667554662953701,0.0,0.0,0.0,0.0,0.0,0.0,2,113183.4,0
upsell,906,Bronze,83742.33,1,83742.33,284,291,18911.62,0.18638126190884252,0.18638126190884252,0.0,0.0,0.0,0.0,1.0,2820.1699999999983,0.17525891078802708,0.0,0.0,0.0,2,113183.4,1
upsell,906,Bronze,83742.33,1,83742.33,284,297,17005.37,0.028136530784042883,0.028136530784042883,0.0,0.0,0.0,0.0,0.3333333333333333,913.9199999999983,0.05679537891240368,0.0,0.0,0.0,2,113183.4,0
cross_sell,6495,Silver,0.0,0,0.0,92,193,1774.63,805.6200000000001,0.012652200048391488,0.0,0.0,0.0,0.218342558906356,0.0,0.0,0.0,0.0,0.0,0.0,1,158829.38,0
cross_sell,6495,Silver,0.0,0,0.0,92,213,5625.02,3832.2700000000004,0.06032931415148553,0.0,0.0,0.0,0.1726256145075664,0.0,0.0,0.0,0.0,0.0,0.0,1,158829.38,0
upsell,6495,Silver,0.0,0,0.0,87,92,79414.69,0.6589814726134429,0.6589814726134429,0.0,0.0,0.0,0.0,0.8,7384.699999999997,0.10252257427774177,0.0,0.0,0.0,1,158829.38,1
cross_sell,8347,Gold,0.0,0,0.0,62,213,5625.02,3832.2700000000004,0.06032931415148553,0.0,0.0,0.0,0.1911824674383759,0.0,0.0,0.0,0.0,0.0,0.0,2,55472.48,0
upsell,9575,Gold,0.0,0,0.0,79,78,38945.67,0.33708908192275505,0.33708908192275505,0.0,0.0,0.0,0.0,0.5,3143.979999999996,0.0878165248623737,0.0,0.0,0.0,1,38945.67,1
cross_sell,6356,Bronze,0.0,0,0.0,69,213,5625.02,3832.2700000000004,0.06032931415148553,0.0,0.0,0.0,0.209335683350738,0.0,0.0,0.0,0.0,0.0,0.0,1,79694.15,0
cross_sell,6356,Bronze,0.0,0,0.0,69,193,1774.63,805.6200000000001,0.012652200048391488,0.0,0.0,0.0,0.1235054822868916,0.0,0.0,0.0,0.0,0.0,0.0,1,79694.15,0
